sort_order,repo_uri,resource_uri,parent_uri,archival_object_uri,resource_title,archival_object_title,archival_object_level,extent_number,extent_type,extent_portion
00000.01170,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020646,Othniel Charles Marsh papers,"Richardson, F.C.A.",file,,,
00000.01171,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020647,Othniel Charles Marsh papers,Rida Sign Co.,file,,,
00000.01172,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020648,Othniel Charles Marsh papers,"Ridpath, James",file,,,
00000.01173,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020649,Othniel Charles Marsh papers,"Riikimeyer, L.",file,,,
00000.01174,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020650,Othniel Charles Marsh papers,"Riley, A.T.",file,,,
00000.01175,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020651,Othniel Charles Marsh papers,"Riley, Charles Valentine (1843-1895)",file,,,
00000.01176,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020652,Othniel Charles Marsh papers,Ritchie and Co.,file,,,
00000.01177,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020653,Othniel Charles Marsh papers,"Ritchie, Thomas P.",file,,,
00000.01178,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020654,Othniel Charles Marsh papers,"Rives, G. L.",file,,,
00000.01179,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020655,Othniel Charles Marsh papers,"Rizer, H.C.",file,,,
00000.01180,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020656,Othniel Charles Marsh papers,"Rizer, H.C.",file,,,
00000.01181,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020657,Othniel Charles Marsh papers,"Rizer, H.C.",file,,,
00000.01182,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020658,Othniel Charles Marsh papers,"Roberts, Benjamin K. (1845-1921)",file,,,
00000.01183,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020659,Othniel Charles Marsh papers,"Robinson, Arthur",file,,,
00000.01184,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020660,Othniel Charles Marsh papers,"Robinson, J. (Dr.)",file,,,
00000.01185,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020661,Othniel Charles Marsh papers,"Robinson, J.P.",file,,,
00000.01186,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020662,Othniel Charles Marsh papers,"Robinson, Wirt (1864-1929)",file,,,
00000.01187,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020663,Othniel Charles Marsh papers,"Roburtal,",file,,,
00000.01188,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020664,Othniel Charles Marsh papers,"Rockwell, Charles",file,,,
00000.01189,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020665,Othniel Charles Marsh papers,"Ruckwell, Charles Henry (1840-1908)",file,,,
00000.01190,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020666,Othniel Charles Marsh papers,"Rockwell, George",file,,,
00000.01191,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020667,Othniel Charles Marsh papers,"Rodman, W.B.",file,,,
00000.01192,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020668,Othniel Charles Marsh papers,"Roemer, Karl Ferdinand (1818-1891)",file,,,
00000.01193,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020669,Othniel Charles Marsh papers,"Roessler, A.R.",file,,,
00000.01194,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020670,Othniel Charles Marsh papers,"Roessler, Paul",file,,,
00000.01195,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020671,Othniel Charles Marsh papers,"Rogers, Emma",file,,,
00000.01196,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020672,Othniel Charles Marsh papers,"Rogers, Fairman (1833-1900)",file,,,
00000.01197,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020673,Othniel Charles Marsh papers,"Rogers, George W.",file,,,
00000.01198,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020674,Othniel Charles Marsh papers,"Rogers, H.C.",file,,,
00000.01199,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020675,Othniel Charles Marsh papers,"Rogers, W.K.",file,,,
00000.01200,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020676,Othniel Charles Marsh papers,"Rogers, William Barton (1804-1882)",file,,,
00000.01201,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020677,Othniel Charles Marsh papers,"Rolleston, George (1829-1881)",file,,,
00000.01202,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020678,Othniel Charles Marsh papers,"Roof, J.S.",file,,,
00000.01203,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020679,Othniel Charles Marsh papers,"Rooney, Otis A.",file,,,
00000.01204,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020680,Othniel Charles Marsh papers,"Roop, C.",file,,,
00000.01205,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020681,Othniel Charles Marsh papers,"Rossi, James C.",file,,,
00000.01206,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020682,Othniel Charles Marsh papers,"Roth, Santiago",file,,,
00000.01207,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020683,Othniel Charles Marsh papers,"Rounds, T.P.",file,,,
00000.01208,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020684,Othniel Charles Marsh papers,"Rowe, T.K.",file,,,
00000.01209,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020685,Othniel Charles Marsh papers,"Rowland, Henry Augustus (1848-1901)",file,,,
00000.01210,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020686,Othniel Charles Marsh papers,"Ruffner, E.H.",file,,,
00000.01211,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020687,Othniel Charles Marsh papers,"Ruggles, George",file,,,
00000.01212,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020688,Othniel Charles Marsh papers,Rum and Sons,file,,,
00000.01213,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020689,Othniel Charles Marsh papers,"Rumble, James",file,,,
00000.01214,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020690,Othniel Charles Marsh papers,"Russell, Charles Addison (1852-1902)",file,,,
00000.01215,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020691,Othniel Charles Marsh papers,"Russell, [Charles Taze] (1852-1916)",file,,,
00000.01216,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020692,Othniel Charles Marsh papers,"Russell, Israel Cook (1852-1906)",file,,,
00000.01217,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020693,Othniel Charles Marsh papers,"Rust, Horatio N.",file,,,
00000.01218,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020694,Othniel Charles Marsh papers,"Rust, Horatio N.",file,,,
00000.01219,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020695,Othniel Charles Marsh papers,"Ryan, Thomas (1837-1914)",file,,,
00000.01220,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020696,Othniel Charles Marsh papers,"Saemann, Louis",file,,,
00000.01221,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020697,Othniel Charles Marsh papers,"Safely, Robert",file,,,
00000.01222,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020698,Othniel Charles Marsh papers,"Sanborn, M.H.",file,,,
00000.01223,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020699,Othniel Charles Marsh papers,"Sander, F.",file,,,
00000.01224,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020700,Othniel Charles Marsh papers,"Sarchet, George B.",file,,,
00000.01225,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020701,Othniel Charles Marsh papers,"Sargent, Joseph Bradford (1822-1907)",file,,,
00000.01226,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020702,Othniel Charles Marsh papers,"Sartain, John (1808-1897)",file,,,
00000.01227,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020703,Othniel Charles Marsh papers,"Saulmer, George E.",file,,,
00000.01228,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020704,Othniel Charles Marsh papers,"Saunders, Frederick (1807-1902)",file,,,
00000.01229,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020705,Othniel Charles Marsh papers,"Sauvage, H.E.",file,,,
00000.01230,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020706,Othniel Charles Marsh papers,"Savage, C.R.",file,,,
00000.01231,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020707,Othniel Charles Marsh papers,"Savage, Joseph",file,,,
00000.01232,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020708,Othniel Charles Marsh papers,"Sawyer, George F.",file,,,
00000.01233,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020709,Othniel Charles Marsh papers,"Sawyers, James Alexander (1824-1903)",file,,,
00000.01234,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020710,Othniel Charles Marsh papers,"Schafhirt, Fred",file,,,
00000.01235,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020711,Othniel Charles Marsh papers,Schickler Brothers,file,,,
00000.01236,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020712,Othniel Charles Marsh papers,"Schierkoz, L.",file,,,
00000.01237,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020713,Othniel Charles Marsh papers,"Schlaper, M.",file,,,
00000.01238,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020714,Othniel Charles Marsh papers,"Schonfeld, E.",file,,,
00000.01239,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020715,Othniel Charles Marsh papers,"Schoonmaker, A.",file,,,
00000.01240,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020716,Othniel Charles Marsh papers,"Schott, Charles Anthony (1826-1901)",file,,,
00000.01241,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020717,Othniel Charles Marsh papers,"Schowalter, E.R.",file,,,
00000.01242,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020718,Othniel Charles Marsh papers,"Schuchert, Charles (1858-1942)",file,,,
00000.01243,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020719,Othniel Charles Marsh papers,"Schumacker, Paul",file,,,
00000.01244,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020720,Othniel Charles Marsh papers,"Schuyler, Eugene (1840-1890)",file,,,
00000.01245,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020721,Othniel Charles Marsh papers,"Schwatka, Frederick (1849-1892)",file,,,
00000.01246,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020722,Othniel Charles Marsh papers,"Scleter, W.S.",file,,,
00000.01247,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020723,Othniel Charles Marsh papers,"Scollick, J.W.",file,,,
00000.01248,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020724,Othniel Charles Marsh papers,"Scudder, Samuel Hubbard (1853-1911)",file,,,
00000.01249,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020725,Othniel Charles Marsh papers,"Sealey, W.H.",file,,,
00000.01250,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020726,Othniel Charles Marsh papers,"Sealey, Harry Govier (1839-1909)",file,,,
00000.01251,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020727,Othniel Charles Marsh papers,"Seely, Henry Martyn (1828-1917)",file,,,
00000.01252,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020728,Othniel Charles Marsh papers,"Semenof, P. de",file,,,
00000.01253,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020729,Othniel Charles Marsh papers,"Semper, C.",file,,,
00000.01254,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020730,Othniel Charles Marsh papers,"Seymour, E.",file,,,
00000.01255,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020731,Othniel Charles Marsh papers,"Seymour, Horatio (1810-1886)",file,,,
00000.01256,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020732,Othniel Charles Marsh papers,"Shaler, Nathaniel Southgate (1841-1906)",file,,,
00000.01257,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020733,Othniel Charles Marsh papers,"Sheffield, Joseph Earl (1793-1882)",file,,,
00000.01258,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020734,Othniel Charles Marsh papers,"Shelley, A.S.",file,,,
00000.01259,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020735,Othniel Charles Marsh papers,"Shepard, Carlos",file,,,
00000.01260,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020736,Othniel Charles Marsh papers,"Shepard, Charles O.",file,,,
00000.01261,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020737,Othniel Charles Marsh papers,"Shepard, Charles Upham (1804-1886)",file,,,
00000.01262,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020738,Othniel Charles Marsh papers,"Shepard, Charles Upham, Jr.",file,,,
00000.01263,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020739,Othniel Charles Marsh papers,"Shepard, James (1838-1926)",file,,,
00000.01264,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020740,Othniel Charles Marsh papers,"Sheridan, Philip Henry (1831-1888)",file,,,
00000.01265,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020741,Othniel Charles Marsh papers,"Sherman, John (1823-1900)",file,,,
00000.01266,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020742,Othniel Charles Marsh papers,"Sherman, William Tecumseh (1820-1891)",file,,,
00000.01267,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020743,Othniel Charles Marsh papers,"Shufeldt, Robert Wilson (1822-1895)",file,,,
00000.01268,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020744,Othniel Charles Marsh papers,"Silberrad, R. S. and Son",file,,,
00000.01269,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020745,Othniel Charles Marsh papers,"Sill, A. H.",file,,,
00000.01270,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020746,Othniel Charles Marsh papers,"Silliman, Benjamin, Sr. (1779-1864)",file,,,
00000.01271,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020747,Othniel Charles Marsh papers,"Silliman, Benjamin (and Mrs.) (1816-1885)",file,,,
00000.01272,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020748,Othniel Charles Marsh papers,"Silliman, Benjamin, Jr. (1816-1885)",file,,,
00000.01273,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020749,Othniel Charles Marsh papers,"Silliman, Benjamin, Jr. (1816-1885)",file,,,
00000.01274,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020750,Othniel Charles Marsh papers,"Silliman, Benjamin, Jr. (1816-1885)",file,,,
00000.01275,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020751,Othniel Charles Marsh papers,"Silliman, Benjamin, Jr. (1816-1885)",file,,,
00000.01276,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020752,Othniel Charles Marsh papers,"Simons, R.B.",file,,,
00000.01277,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020753,Othniel Charles Marsh papers,"Simpson, M.",file,,,
00000.01278,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020754,Othniel Charles Marsh papers,"Sinnickson, Robert",file,,,
00000.01279,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020755,Othniel Charles Marsh papers,"Skilton, George S.",file,,,
00000.01280,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020756,Othniel Charles Marsh papers,"Skilton, Julius A.",file,,,
00000.01281,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020757,Othniel Charles Marsh papers,"Slocum, John P.",file,,,
00000.01282,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020758,Othniel Charles Marsh papers,"Small, Albert",file,,,
00000.01283,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020759,Othniel Charles Marsh papers,Smedley Brothers and Co.,file,,,
00000.01284,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020760,Othniel Charles Marsh papers,"Smith, A.C.",file,,,
00000.01285,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020761,Othniel Charles Marsh papers,"Smith, A.J.",file,,,
00000.01286,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020762,Othniel Charles Marsh papers,"Smith, Albert",file,,,
00000.01287,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020763,Othniel Charles Marsh papers,"Smith, B.D.",file,,,
00000.01288,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020764,Othniel Charles Marsh papers,"Smith, Mrs. C.M.",file,,,
00000.01289,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020765,Othniel Charles Marsh papers,"Smith, Hoke (1855-1931)",file,,,
00000.01290,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020766,Othniel Charles Marsh papers,"Smith, H.L.",file,,,
00000.01291,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020767,Othniel Charles Marsh papers,"Smith, J. August",file,,,
00000.01292,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020768,Othniel Charles Marsh papers,"Smith, Mrs. J. Laurence",file,,,
00000.01293,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020769,Othniel Charles Marsh papers,"Smith, John T.",file,,,
00000.01294,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020770,Othniel Charles Marsh papers,"Smith, Norman J.",file,,,
00000.01295,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020771,Othniel Charles Marsh papers,"Smith, O.M.",file,,,
00000.01296,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020772,Othniel Charles Marsh papers,"Smith, Oberlin (1840-1926)",file,,,
00000.01297,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020773,Othniel Charles Marsh papers,"Smith, Royal R.",file,,,
00000.01298,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020774,Othniel Charles Marsh papers,"Smith, Samuel",file,,,
00000.01299,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020775,Othniel Charles Marsh papers,"Smith, Samuel",file,,,
00000.01300,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020776,Othniel Charles Marsh papers,"Smith, Samuel",file,,,
00000.01301,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020777,Othniel Charles Marsh papers,"Smith, Samuel",file,,,
00000.01302,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020778,Othniel Charles Marsh papers,"Smith, William",file,,,
00000.01303,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020779,Othniel Charles Marsh papers,"Smith, William Manlius",file,,,
00000.01304,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020780,Othniel Charles Marsh papers,Smith and Sperry,file,,,
00000.01305,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020781,Othniel Charles Marsh papers,Smithsonian Institution,file,,,
00000.01306,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020782,Othniel Charles Marsh papers,"Smock, D. DuBols",file,,,
00000.01307,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020783,Othniel Charles Marsh papers,"Smyth, Egbert Coffin (1829-1904)",file,,,
00000.01308,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020784,Othniel Charles Marsh papers,"Snook, Sam H.",file,,,
00000.01309,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020785,Othniel Charles Marsh papers,"Snow, Francis Huntington (1840-1908)",file,,,
00000.01310,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020786,Othniel Charles Marsh papers,"Snyder, G.F.",file,,,
00000.01311,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020787,Othniel Charles Marsh papers,"Somerby, H.G.",file,,,
00000.01312,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020788,Othniel Charles Marsh papers,"Southwick, James M.",file,,,
00000.01313,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020789,Othniel Charles Marsh papers,"Spaeth, P. Friedrich Adoloh T. (1839-1910)",file,,,
00000.01314,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020790,Othniel Charles Marsh papers,"Spalding, James Field (1839-1921)",file,,,
00000.01315,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020791,Othniel Charles Marsh papers,"Spalding, William D.",file,,,
00000.01316,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020792,Othniel Charles Marsh papers,"Spencer, Herbert (1820-1903)",file,,,
00000.01317,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020793,Othniel Charles Marsh papers,"Sperry, F.L.",file,,,
00000.01318,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020794,Othniel Charles Marsh papers,"Sperry, L.W.",file,,,
00000.01319,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020795,Othniel Charles Marsh papers,"Sperry, Lewis (1848-?)",file,,,
