sort_order,repo_uri,resource_uri,parent_uri,archival_object_uri,resource_title,archival_object_title,archival_object_level,extent_number,extent_type,extent_portion
00000.00487,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019963,Othniel Charles Marsh papers,"Francis, James Bicheno (1815-1892)",file,,,
00000.00488,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019964,Othniel Charles Marsh papers,"Frantzius, Alexander von (1821-1877)",file,,,
00000.00489,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019965,Othniel Charles Marsh papers,"Frey, S.L.",file,,,
00000.00490,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019966,Othniel Charles Marsh papers,"Friedberg, M.R.",file,,,
00000.00491,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019967,Othniel Charles Marsh papers,"Friedlander, R. and Son",file,,,
00000.00492,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019968,Othniel Charles Marsh papers,"Fritsch, Antonin Jan (1832-1913)",file,,,
00000.00493,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019969,Othniel Charles Marsh papers,"Fuller, H. S.",file,,,
00000.00494,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019970,Othniel Charles Marsh papers,"Furbinger, M.",file,,,
00000.00495,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019971,Othniel Charles Marsh papers,"Gaines, Marshall Richard (1839-?)",file,,,
00000.00496,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019972,Othniel Charles Marsh papers,G. Amsinck and Co.,file,,,
00000.00497,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019973,Othniel Charles Marsh papers,"Gall, W.M.",file,,,
00000.00498,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019974,Othniel Charles Marsh papers,"Galton, Arthur Howard (1852-1921)",file,,,
00000.00499,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019975,Othniel Charles Marsh papers,"Galton, Lady Douglas",file,,,
00000.00500,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019976,Othniel Charles Marsh papers,"Gardner, John Starkie (1844-1930)",file,,,
00000.00501,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019977,Othniel Charles Marsh papers,"Garrett, John Work (1820-1884)",file,,,
00000.00502,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019978,Othniel Charles Marsh papers,"Gaskill, J.C.",file,,,
00000.00503,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019979,Othniel Charles Marsh papers,"Gaudry, Albert (1827-1908)",file,,,
00000.00504,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019980,Othniel Charles Marsh papers,"Geare, Randolph Iltyd (1854-1917)",file,,,
00000.00505,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019981,Othniel Charles Marsh papers,"Gebhard, W.D.",file,,,
00000.00506,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019982,Othniel Charles Marsh papers,"Geilkie, Archibald (1835-1924)",file,,,
00000.00507,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019983,Othniel Charles Marsh papers,"Geinitz, Hans Bruno (1814-1900)",file,,,
00000.00508,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019984,Othniel Charles Marsh papers,"Geismar, Jacob",file,,,
00000.00509,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019985,Othniel Charles Marsh papers,"Gentile, C.",file,,,
00000.00510,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019986,Othniel Charles Marsh papers,"Gernay, Paul",file,,,
00000.00511,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019987,Othniel Charles Marsh papers,"Gerrard, Edward",file,,,
00000.00512,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019988,Othniel Charles Marsh papers,"Gerrard, Edward",file,,,
00000.00513,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019989,Othniel Charles Marsh papers,"Gibbon, John",file,,,
00000.00514,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019990,Othniel Charles Marsh papers,"Gibb, Hugh",file,,,
00000.00515,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019991,Othniel Charles Marsh papers,"Gibbs, Wolcott (1822-1908)",file,,,
00000.00516,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019992,Othniel Charles Marsh papers,"Gibbs, Wolcott (1822-1908)",file,,,
00000.00517,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019993,Othniel Charles Marsh papers,"Gibbs, Wolcott (1822-1908)",file,,,
00000.00518,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019994,Othniel Charles Marsh papers,"Gibbs, Wolcott (1822-1908)",file,,,
00000.00519,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019995,Othniel Charles Marsh papers,"Gibbs, Wolcott (1822-1908)",file,,,
00000.00520,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019996,Othniel Charles Marsh papers,"Gibson, William L.",file,,,
00000.00521,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019997,Othniel Charles Marsh papers,"Gifford, Robert Swain (1840-1905)",file,,,
00000.00522,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019998,Othniel Charles Marsh papers,"Giglioli, Enrico H.",file,,,
00000.00523,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019999,Othniel Charles Marsh papers,"Gilbert, Grove Karl (1843-1918)",file,,,
00000.00524,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020000,Othniel Charles Marsh papers,"Gilbert, Grove Karl (1843-1918)",file,,,
00000.00525,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020001,Othniel Charles Marsh papers,"Gilder, Richard Watson (1844-1909)",file,,,
00000.00526,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020002,Othniel Charles Marsh papers,"Gilder, William Henry (1838-1900)",file,,,
00000.00527,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020003,Othniel Charles Marsh papers,"Gill, Theodore Nicholas (1837-1914)",file,,,
00000.00528,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020004,Othniel Charles Marsh papers,"Gillurn, George",file,,,
00000.00529,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020005,Othniel Charles Marsh papers,"Gilman, Daniel Colt (1831-1908)",file,,,
00000.00530,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020006,Othniel Charles Marsh papers,"Gilmore, C.M.",file,,,
00000.00531,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020007,Othniel Charles Marsh papers,"Glahn, George A.",file,,,
00000.00532,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020008,Othniel Charles Marsh papers,"Glass, J.W.",file,,,
00000.00533,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020009,Othniel Charles Marsh papers,"Gleason, W.T.",file,,,
00000.00534,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020010,Othniel Charles Marsh papers,"Goldbacher, Joseph",file,,,
00000.00535,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020011,Othniel Charles Marsh papers,"Goodale, George Lincoln (1839-1923)",file,,,
00000.00536,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020012,Othniel Charles Marsh papers,"Goode, George Brown (1851-1896)",file,,,
00000.00537,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020013,Othniel Charles Marsh papers,"Goode, George Brown (1851-1896)",file,,,
00000.00538,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020014,Othniel Charles Marsh papers,"Goode, George Brown (1851-1896)",file,,,
00000.00539,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020015,Othniel Charles Marsh papers,"Goode, George Brown (1851-1896)",file,,,
00000.00540,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020016,Othniel Charles Marsh papers,"Goodrich, Caspar Frederick (1847-1925)",file,,,
00000.00541,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020017,Othniel Charles Marsh papers,"Goodwin, Francis",file,,,
00000.00542,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020018,Othniel Charles Marsh papers,"Gore, James Howard (1856-?)",file,,,
00000.00543,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020019,Othniel Charles Marsh papers,"Gore, N.B.",file,,,
00000.00544,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020020,Othniel Charles Marsh papers,"Gottschalck, August",file,,,
00000.00545,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020021,Othniel Charles Marsh papers,"Gould, Benjamin Apthorp (1824-1896)",file,,,
00000.00546,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020022,Othniel Charles Marsh papers,"Grant, Ulyses Simpson (1822-1885)",file,,,
00000.00547,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020023,Othniel Charles Marsh papers,"Gray, Asa (1810-1888)",file,,,
00000.00548,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020024,Othniel Charles Marsh papers,"Greely, Adolphus Washington (1844-1935)",file,,,
00000.00549,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020025,Othniel Charles Marsh papers,"Green, Alexander Henry (1832-1896)",file,,,
00000.00550,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020026,Othniel Charles Marsh papers,"Green, C.J.",file,,,
00000.00551,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020027,Othniel Charles Marsh papers,"Green, James",file,,,
00000.00552,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020028,Othniel Charles Marsh papers,"Greg, Robert Phillips (1826-1906)",file,,,
00000.00553,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020029,Othniel Charles Marsh papers,"Gregory, S.S.",file,,,
00000.00554,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020030,Othniel Charles Marsh papers,"Gresham, Walter Quintin (1832-1895)",file,,,
00000.00555,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020031,Othniel Charles Marsh papers,"Grinnell, George Bird (1849-1938)",file,,,
00000.00556,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020032,Othniel Charles Marsh papers,"Grinnell, George Bird (1849-1938)",file,,,
00000.00557,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020033,Othniel Charles Marsh papers,"Groat, P.B.",file,,,
00000.00558,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020034,Othniel Charles Marsh papers,"Grube, Edward (1812-1880)",file,,,
00000.00559,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020035,Othniel Charles Marsh papers,"Gruber, F.",file,,,
00000.00560,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020036,Othniel Charles Marsh papers,"Gruen, James A. and Co.",file,,,
00000.00561,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020037,Othniel Charles Marsh papers,"Guernsey, C.A.",file,,,
00000.00562,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020038,Othniel Charles Marsh papers,"Guild, Edward W.",file,,,
00000.00563,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020039,Othniel Charles Marsh papers,"Guild, Edward W.",file,,,
00000.00564,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020040,Othniel Charles Marsh papers,"Guin, F.M.",file,,,
00000.00565,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020041,Othniel Charles Marsh papers,"Gundlack, George",file,,,
00000.00566,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020042,Othniel Charles Marsh papers,"Curley, William",file,,,
00000.00567,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020043,Othniel Charles Marsh papers,"Guyot, Arnold Henry (1807-1884)",file,,,
00000.00568,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020044,Othniel Charles Marsh papers,"Haast, Julius von (1822-1887)",file,,,
00000.00569,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020045,Othniel Charles Marsh papers,"Haeckel, Ernest (1834-1919)",file,,,
00000.00570,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020046,Othniel Charles Marsh papers,"Hague, Arnold (1840-1917)",file,,,
00000.00571,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020047,Othniel Charles Marsh papers,"Hague, Arnold (1840-1917)",file,,,
00000.00572,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020048,Othniel Charles Marsh papers,"Hague, James D. (1836-1908)",file,,,
00000.00573,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020049,Othniel Charles Marsh papers,"Haines, George (1798-1877)",file,,,
00000.00574,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020050,Othniel Charles Marsh papers,"Hale, Edward Everett (1822-1909)",file,,,
00000.00575,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020051,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00576,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020052,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00577,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020053,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00578,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020054,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00579,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020055,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00580,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020056,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00581,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020057,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00582,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020058,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00583,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020059,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00584,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020060,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00585,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020061,Othniel Charles Marsh papers,"Hall, Asaph (1829-1907)",file,,,
00000.00586,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020062,Othniel Charles Marsh papers,"Hall, Asaph, Jr. (1859-1930)",file,,,
00000.00587,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020063,Othniel Charles Marsh papers,"Hall, Christopher Webber (1845-1911)",file,,,
00000.00588,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020064,Othniel Charles Marsh papers,"Hall, J.",file,,,
00000.00589,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020065,Othniel Charles Marsh papers,"Hall, James (1811-1898)",file,,,
00000.00590,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020066,Othniel Charles Marsh papers,"Halvorsen, M.C.",file,,,
00000.00591,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020067,Othniel Charles Marsh papers,"Hamback, Dr. S.",file,,,
00000.00592,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020068,Othniel Charles Marsh papers,"Hamilton, James M.",file,,,
00000.00593,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020069,Othniel Charles Marsh papers,"Hamlin, Augustus Choate (1829-1905)",file,,,
00000.00594,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020070,Othniel Charles Marsh papers,Hammond Typewriter Company,file,,,
00000.00595,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020071,Othniel Charles Marsh papers,"Hampson, Thomas",file,,,
00000.00596,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020072,Othniel Charles Marsh papers,Hand and Post,file,,,
00000.00597,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020073,Othniel Charles Marsh papers,"Hanks, Henry G. (1826-1907)",file,,,
00000.00598,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020074,Othniel Charles Marsh papers,"Hare, Sid J.",file,,,
00000.00599,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020075,Othniel Charles Marsh papers,"Harger, Oscar (1843-1887)",file,,,
00000.00600,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020076,Othniel Charles Marsh papers,"Harper, George W.",file,,,
00000.00601,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020077,Othniel Charles Marsh papers,"Harper, William Rainey (1856-1906)",file,,,
00000.00602,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020078,Othniel Charles Marsh papers,"Harrington, Bernard James (1848-?)",file,,,
00000.00603,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020079,Othniel Charles Marsh papers,"Harris, Gilbert Dennison (1864-?)",file,,,
00000.00604,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020080,Othniel Charles Marsh papers,"Harrison, Samuel Alexander (1822-1890)",file,,,
00000.00605,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020081,Othniel Charles Marsh papers,"Hartley, Edward",file,,,
00000.00606,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020082,Othniel Charles Marsh papers,"Hartt, Charles Fred (1840-1878)",file,,,
00000.00607,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020083,Othniel Charles Marsh papers,"Hartt, Charles Fred (1840-1878)",file,,,
00000.00608,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020084,Othniel Charles Marsh papers,"Hartt, Charles Fred (1840-1878)",file,,,
00000.00609,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020085,Othniel Charles Marsh papers,"Hastings, Charles Seldon (1848-1932)",file,,,
00000.00610,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020086,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00611,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020087,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00612,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020088,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00613,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020089,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00614,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020090,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00615,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020091,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00616,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020092,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00617,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020093,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00618,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020094,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00619,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020095,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00620,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020096,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00621,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020097,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00622,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020098,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00623,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020099,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00624,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020100,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00625,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020101,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00626,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020102,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00627,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020103,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00628,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020104,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00629,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020105,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00630,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020106,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00631,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020107,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
00000.00632,/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2020108,Othniel Charles Marsh papers,"Hatcher, John Bell (1861-1904)",file,,,
