total_count,2017
repository,Manuscripts and Archives

repo_uri,resource_uri,parent_uri,archival_object_uri,resource_title,archival_object_title,archival_object_level,extent_number,extent_type,extent_portion
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019504,Othniel Charles Marsh papers,"Arthur, Chester Alan (1830-1886)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019505,Othniel Charles Marsh papers,"Ashley, E.G.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019506,Othniel Charles Marsh papers,"Astor, C. Augusta",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019507,Othniel Charles Marsh papers,"Astor, J.J. and Mrs.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019508,Othniel Charles Marsh papers,"Augun, Christopher Colmbus (1821-1898)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019509,Othniel Charles Marsh papers,"Auld, Robert C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019510,Othniel Charles Marsh papers,"Avery, John",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019511,Othniel Charles Marsh papers,"Bache, R. Meade",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019512,Othniel Charles Marsh papers,"Bagg, R.M.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019513,Othniel Charles Marsh papers,"Baird, Spencer Fullerton (1823-1888)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019514,Othniel Charles Marsh papers,"Baird, Spencer Fullerton (1823-1888)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019515,Othniel Charles Marsh papers,"Baird, Spencer Fullerton (1823-1888)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019516,Othniel Charles Marsh papers,"Baird, Spencer Fullerton (1823-1888)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019517,Othniel Charles Marsh papers,"Baker, Ray Stannard (1870-1946)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019518,Othniel Charles Marsh papers,"Baker, William A.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019519,Othniel Charles Marsh papers,"Baldwin, Charles",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019520,Othniel Charles Marsh papers,"Baldwin, David",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019521,Othniel Charles Marsh papers,"Baldwin, David",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019522,Othniel Charles Marsh papers,"Baldwin, David",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019523,Othniel Charles Marsh papers,"Baniard, Charles",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019524,Othniel Charles Marsh papers,A.L. Bancroft and Co.,file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019525,Othniel Charles Marsh papers,"Bankhead, Henry Cary",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019526,Othniel Charles Marsh papers,"Barbour, E.H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019527,Othniel Charles Marsh papers,"Barbour, R.C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019528,Othniel Charles Marsh papers,"Barfoot, Joseph L.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019529,Othniel Charles Marsh papers,"Baring, Cecil",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019530,Othniel Charles Marsh papers,"Barker, Fordyce",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019531,Othniel Charles Marsh papers,"Barker, George Frederick (1835-1910)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019532,Othniel Charles Marsh papers,"Barker, George Frederick (1835-1910)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019533,Othniel Charles Marsh papers,"Barker, T. G.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019534,Othniel Charles Marsh papers,"Barnard, Frederick Augustus Porter (1809-1889)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019535,Othniel Charles Marsh papers,"Barnhart, G.W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019536,Othniel Charles Marsh papers,"Barnum, Phineas Taylor (1810-1891)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019537,Othniel Charles Marsh papers,"Barrett, John E.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019538,Othniel Charles Marsh papers,"Earrett, S.J.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019539,Othniel Charles Marsh papers,"Barrett, W.E.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019540,Othniel Charles Marsh papers,"Barringer, Victor C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019541,Othniel Charles Marsh papers,"Barrois, Charles (1851-1939)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019542,Othniel Charles Marsh papers,"Barton, George L.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019543,Othniel Charles Marsh papers,"Barus, Carl",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019544,Othniel Charles Marsh papers,"Baskett, J.N.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019545,Othniel Charles Marsh papers,"Basor, George W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019546,Othniel Charles Marsh papers,"Bates, James M.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019547,Othniel Charles Marsh papers,"Bath, Nick",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019548,Othniel Charles Marsh papers,"Baur, George",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019549,Othniel Charles Marsh papers,"Baur, George",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019550,Othniel Charles Marsh papers,"Bayard, Thomas Francis (1828-1898)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019551,Othniel Charles Marsh papers,"Bayet, Ernest",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019552,Othniel Charles Marsh papers,"Beach, D.N.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019553,Othniel Charles Marsh papers,"Beadle, E.R.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019554,Othniel Charles Marsh papers,"Beadle, Herbert H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019555,Othniel Charles Marsh papers,"Beck, William",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019556,Othniel Charles Marsh papers,"Beck, William",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019557,Othniel Charles Marsh papers,"Beck, William",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019558,Othniel Charles Marsh papers,"Becker, Frank L.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019559,Othniel Charles Marsh papers,"Becker, G.F.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019560,Othniel Charles Marsh papers,"Beckexs, Samuel",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019561,Othniel Charles Marsh papers,"Beckwith, H.C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019562,Othniel Charles Marsh papers,"Beckwith, Leonard",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019563,Othniel Charles Marsh papers,"Bedell, C.A.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019564,Othniel Charles Marsh papers,"Beecher, Charles Emerson (1856-1904)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019565,Othniel Charles Marsh papers,"Beecher, William C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019566,Othniel Charles Marsh papers,"Belcher, J.H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019567,Othniel Charles Marsh papers,"Bell, Alexander Graham (1847-1922)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019568,Othniel Charles Marsh papers,"Bell, Jesse",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019569,Othniel Charles Marsh papers,"Bell, John",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019570,Othniel Charles Marsh papers,"Bell, Robert M.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019571,Othniel Charles Marsh papers,"Belt, Thomas (1832-1878)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019572,Othniel Charles Marsh papers,"Bend, C.H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019573,Othniel Charles Marsh papers,"Benecke, E.W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019574,Othniel Charles Marsh papers,"Benedick, H.E.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019575,Othniel Charles Marsh papers,Benjamin and Ford,file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019576,Othniel Charles Marsh papers,"Bennett, R.N.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019577,Othniel Charles Marsh papers,"Berzelius, Jons Jakob",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019578,Othniel Charles Marsh papers,"Berends, D.H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019579,Othniel Charles Marsh papers,"Berger, Charles F.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019580,Othniel Charles Marsh papers,"Berlin, A. F.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019581,Othniel Charles Marsh papers,"Berthoud, Edward L.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019582,Othniel Charles Marsh papers,"Bibbins, Arthur",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019583,Othniel Charles Marsh papers,"Bien, Julius (1826-1909)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019584,Othniel Charles Marsh papers,"Bierstadt, Albert (1830-1902)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019585,Othniel Charles Marsh papers,"Biggs, W.H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019586,Othniel Charles Marsh papers,"Bigot, A.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019587,Othniel Charles Marsh papers,"Billings, E.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019588,Othniel Charles Marsh papers,"Billings, John Shand (1839-1913)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019589,Othniel Charles Marsh papers,"Binkley, S.H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019590,Othniel Charles Marsh papers,"Blake, Clarence John (1843-1919)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019591,Othniel Charles Marsh papers,"Blake, Henry Arthur",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019592,Othniel Charles Marsh papers,"Blake, John M.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019593,Othniel Charles Marsh papers,"Blake, William Phipps (1826-?)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019594,Othniel Charles Marsh papers,Theodore Bliss and Company,file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019595,Othniel Charles Marsh papers,"Blunt, W. T., Jr.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019596,Othniel Charles Marsh papers,"Boardman, William J.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019597,Othniel Charles Marsh papers,"Boas, Franz (1858-?)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019598,Othniel Charles Marsh papers,"Bonaparte, J.T.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019599,Othniel Charles Marsh papers,"Bonaparte, Roland Napoleon",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019600,Othniel Charles Marsh papers,"Booth, W. F.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019601,Othniel Charles Marsh papers,"Borcherdt, R",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019602,Othniel Charles Marsh papers,"Boschis, C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019603,Othniel Charles Marsh papers,"Boss, Lewis (1846-1912)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019604,Othniel Charles Marsh papers,"Bostwick, Thomas A.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019605,Othniel Charles Marsh papers,"Bostwick, Thomas A.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019606,Othniel Charles Marsh papers,"Bouly, M.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019607,Othniel Charles Marsh papers,"Boutelle, C.O.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019608,Othniel Charles Marsh papers,"Bowen, Edward S.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019609,Othniel Charles Marsh papers,"Bowers, Lloyd W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019610,Othniel Charles Marsh papers,"Bowers, William H.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019611,Othniel Charles Marsh papers,"Bowman, John B.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019612,Othniel Charles Marsh papers,"Boyd, H.W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019613,Othniel Charles Marsh papers,"Boyd, H.W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019614,Othniel Charles Marsh papers,"Boyd, H.W.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019615,Othniel Charles Marsh papers,"Boynton, N.M.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019616,Othniel Charles Marsh papers,"Brackett, S.G. 1881",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019617,Othniel Charles Marsh papers,"Bradley, Frank Howe (1838-1879)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019618,Othniel Charles Marsh papers,"Brady, John Green (1848-1918)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019619,Othniel Charles Marsh papers,"Branner, John Casper (1850-1922)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019620,Othniel Charles Marsh papers,"Bratman, James C.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019621,Othniel Charles Marsh papers,"Brendel, Dr.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019622,Othniel Charles Marsh papers,"Brewer, A.L.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019623,Othniel Charles Marsh papers,"Brewer, William Henry (1828-1910)",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019624,Othniel Charles Marsh papers,"Brewster, C.G.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019625,Othniel Charles Marsh papers,"Brian, H.T.",file,,,
/repositories/12,/repositories/12/resources/4876,/repositories/12/archival_objects/2019473,/repositories/12/archival_objects/2019626,Othniel Charles Marsh papers,"Brigham, S.H.",file,,,
